;Scaffold;BEGIN;END;EB1_S114;EB11_S84;EB12_S85;EB13_S86;EB14_S87;EB15_S88;EB16_S89;EB17_S90;EB18_S91;EB19_S92;EB2_S115;EB20_S93;EB21_S94;EB22_S95;EB24_S96;EB25_S97;EB26_S98;EB27_S99;EB28_S100;EB29_S101;EB3_S116;EB30_S102;EB31_S103;EB32_S104;EB33_S105;EB34_S106;EB35_S107;EB37_S108;EB38_S109;EB39_S110;EB40_S111;EB41_S112;EB42_S113;EB6_S117;EB7_S118;EB8_S119;EB9_S83
20;NC_072852.1;4750000;5000000;0,00131566;0,00154232;0,000876807;1,37548e-05;0,00135283;0,00138909;0,00155805;0,00122003;0,0011267;0,00116295;0,000546878;0,00133656;0,00131394;0,00130664;0,0013115;0,00124291;0,00113287;0,00122678;0,0011968;0,00113624;0,00122713;0,00110186;5,1865e-05;0,00123602;0,0011528;0,00137527;0,00121916;0,00129982;0,00101567;0,0011122;0,00132595;0,00128525;0,00147741;0,00134948;1,4522e-05;0,00116674;0,000551484
21;NC_072852.1;5000000;5250000;0,0011595;0,00102118;0,00088622;5,62383e-05;0,000916166;0,000992812;0,00117337;0,00087737;0,001114;0,0011035;0,00143461;0,00115648;0,00139419;0,000854204;0,000823529;0,00116088;0,000967656;0,000646263;0,000517667;0,00121195;0,000938589;0,00115106;0,000111252;0,00112859;0,00116778;0,000933602;0,00127736;0,00123223;0,00128786;0,00107268;0,00115612;0,00123935;0,000976797;0,0013467;3,95307e-05;0,0011706;0,00124553
22;NC_072852.1;5250000;5500000;0,000955085;0,000920084;0,00103165;4,6371e-05;0,000428963;0,000426017;0,000599244;0,000904093;0,000948746;0,000930702;0,000905456;0,00095421;0,000963171;0,000686805;0,000666181;0,000937687;0,000984709;0,000915145;0,000920781;0,000952458;0,0009196;0,000905451;4,89829e-05;0,000920091;0,000966637;0,000888611;0,000908544;0,000956857;0,000330442;0,000933767;0,000278951;0,000273298;0,00111329;0,00101002;3,1291e-05;0,000969004;0,000884814
23;NC_072852.1;5500000;5750000;0,000822763;0,000846755;0,000888252;1,2624e-05;0,000483809;0,000471268;0,000537106;0,000928029;0,000619645;0,000532297;0,000640885;0,000774644;0,000774295;0,000779478;0,000719798;0,0010469;0,000920694;0,000459974;0,000437344;0,00054556;0,000958981;0,00055842;3,94394e-05;0,000919709;0,000678408;0,000828724;0,000997829;0,000970892;0,000650681;0,000565627;0,000169557;0,000189152;0,000721025;0,000545379;3,36515e-05;0,00054034;0,000602172
24;NC_072852.1;5750000;6000000;0,00111311;0,00122774;0,000867966;2,81233e-05;0,00104882;0,00110721;0,00127067;0,00109562;0,000404772;0,00118039;0,00128047;0,00107955;0,0010081;0,00127977;0,00098403;0,00100941;0,00114572;0,000894903;0,000838175;0,00123878;0,0011935;0,00121635;0,000138045;0,00143686;0,00145647;0,000991673;0,00104627;0,00138191;0,00072194;0,00109049;0,00145633;0,00147068;0,00123178;0,00111402;5,26242e-05;0,00118418;0,00123085
25;NC_072852.1;6000000;6250000;0,00106668;0,00137688;0,00128999;5,1423e-05;0,000293727;0,000309933;0,000560669;0,000758078;0,00133292;0,00104874;0,00127111;0,00100734;0,00102554;0,000925088;0,00120546;0,000963884;0,000836313;0,00121992;0,000955358;0,000978278;0,000815759;0,000966346;9,56692e-05;0,00083589;0,00103925;0,00121177;0,00107489;0,00118394;0,000944773;0,000993446;0,000589657;0,00054926;0,00128831;0,00145318;4,47467e-05;0,000991695;0,00130106
26;NC_072852.1;6250000;6500000;0,000116589;0,000256191;0,000776043;1,70233e-05;0,000747286;0,000937317;0,00085986;0,000645768;0,000217433;0,000821477;0,00069349;8,49184e-05;0,000156545;0,00064671;0,000476375;0,00100365;0,000703122;0,00103114;0,00103302;0,000801005;0,000768552;0,000854911;5,51309e-05;0,000408505;0,000476239;0,000816487;0,00104959;0,000987986;0,000919716;0,00068171;0,00021895;0,000316305;0,00038527;0,000425715;9,8533e-06;0,000832517;0,000672003
27;NC_072852.1;6500000;6750000;0,0010757;0,000656981;0,00106558;1,97032e-05;0,00115976;0,00116397;0,000497232;0,00111522;0,00125256;0,000987573;0,0012625;0,00107783;0,00111889;0,0011522;0,000221484;0,000950213;0,00106093;0,00123932;0,00133887;0,00104782;0,00113704;0,000992655;5,35766e-05;0,000807682;0,00125861;0,00113285;0,000968094;0,00124316;0,00114617;0,00107558;0,000554808;0,000585907;0,00107941;0,000490031;2,59581e-05;0,00101779;0,0013213
28;NC_072852.1;6750000;7000000;0,000715872;0,000630031;0,000712711;3,00858e-05;0,00111838;0,00108361;0,00111581;0,000664406;0,000946652;0,00094014;0,000569116;0,000632792;0,000714707;0,00099048;0,000569418;0,00118603;0,000667222;0,00104502;0,00106659;0,000958437;0,000717177;0,000896394;4,40043e-05;0,00106039;0,001015;0,000909629;0,00117569;0,00118675;0,000729825;0,000689091;0,000923177;0,000807385;0,000247492;0,000573945;2,16487e-05;0,000922202;0,000568426
29;NC_072852.1;7000000;7250000;0,00104507;0,000772318;0,00110899;5,07105e-06;0,000927923;0,000981518;0,000675657;0,0011919;0,000827898;0,000995157;0,00129254;0,00104219;0,000976899;0,000780783;0,0011606;0,000579302;0,00111405;0,000308666;0,000339453;0,0010056;0,00117545;0,00103935;0,000110844;0,000727754;0,00116788;0,000583541;0,000557595;0,00107103;0,00066823;0,00100498;0,000747859;0,000740923;0,000832984;0,000984807;9,24806e-06;0,000987858;0,00126618
30;NC_072852.1;7250000;7500000;0,00124123;0,000984513;0,000663507;1,87597e-05;0,000912705;0,000992172;0,000865594;0,000835992;0,000931612;0,0012027;0,000441453;0,0012753;0,00128252;0,000857501;0,0011881;0,000752941;0,000816498;0,000178683;0,000178712;0,00132262;0,000888159;0,00117696;6,17422e-05;0,000979491;0,00126404;0,00132641;0,000743553;0,00116535;0,00107592;0,00126166;0,00111612;0,00112985;0,000619011;0,00106358;2,2922e-05;0,00113625;0,000461845
31;NC_072852.1;7500000;7750000;0,00138757;0,000868383;0,0015124;1,81063e-05;0,00088541;0,000943109;0,0010775;0,00105831;0,00146722;0,0009217;0,000809267;0,00131277;0,00131942;0,00150026;0,00115636;0,000939416;0,00109092;0,0011066;0,000973877;0,000913888;0,00112289;0,000883752;4,76796e-05;0,000957868;0,00121881;0,00119779;0,000999849;0,000634115;0,000799079;0,00128412;0,000778953;0,000805054;0,00095822;0,000529717;3,80743e-05;0,000906253;0,000807022
32;NC_072852.1;7750000;8000000;0,0010437;0,00116966;0,000949092;1,71631e-05;0,000581792;0,000581381;0,00123982;0,00110227;0,000925676;0,000577068;0,000943467;0,00109226;0,00100793;0,000882279;0,00124058;0,00104976;0,00108598;0,000790664;0,000841361;0,000585266;0,00116551;0,000593269;2,7772e-05;0,00105346;0,000878887;0,000824649;0,00107722;0,0010393;0,00111953;0,00102266;0,0011712;0,00119383;0,00107873;0,000646167;6,11386e-06;0,000602202;0,000931149
33;NC_072852.1;8000000;8250000;0,000838028;0,000808607;0,000722026;1,70484e-05;0,000773267;0,000819315;0,000786958;0,000834792;0,000824579;0,000791166;0,000838342;0,000864251;0,000877856;0,000704699;0,00105475;0,000820008;0,000813165;0,000850735;0,000813541;0,000738206;0,000921905;0,000809586;7,16915e-05;0,000921469;0,000870824;0,00127002;0,000919079;0,000895682;0,000726484;0,000881905;0,000754214;0,000771196;0,000612791;0,000678791;1,24015e-05;0,000785604;0,00076365
34;NC_072852.1;8250000;8500000;0,000844047;0,000927369;0,000796271;2,11911e-06;0,000695681;0,00105272;0,00116964;0,000629637;0,0010446;0,000692236;0,00100731;0,000832699;0,00123851;0,000601857;0,000964403;0,000827885;0,000945064;0,0009041;0,00043872;0,000995777;0,000953756;0,000640754;2,09621e-05;0,000568912;0,000893792;0,0012527;0,00112776;0,000876108;0,00132034;0,000814649;0,000932321;0,00120622;0,00131781;0,00135014;6,24906e-06;0,000683611;0,000622471
35;NC_072852.1;8500000;8750000;0,000915707;0,00117728;0,000784594;1,75343e-05;0,000905346;0,000907851;0,000660567;0,000919503;0,000923937;0,000862116;0,000706364;0,000917866;0,000947472;0,000915501;0,000989417;0,000533576;0,00110081;0,000978643;0,000992577;0,00086701;0,00114029;0,000848441;6,89792e-05;0,000171442;0,000718871;0,000907368;0,000580884;0,00023181;0,000637291;0,000943176;0,000988918;0,00105998;0,000997571;0,000893895;1,96154e-05;0,000856968;0,000648862
36;NC_072852.1;8750000;9000000;0,000946339;0,000552134;0,000942524;1,86362e-05;0,000925187;0,000969531;0,00108847;0,00112433;0,000975029;0,000940814;0,000843674;0,000900912;0,000901306;0,000860707;0,00107499;0,00109057;0,000845543;0,000981966;0,00099985;0,000909326;0,000842421;0,000871883;4,47714e-05;0,000918952;0,000697007;0,000790752;0,00113073;0,000897964;0,000740981;0,000854071;0,00103367;0,00109696;0,000785241;0,00105001;2,81954e-05;0,00095287;0,000913025
37;NC_072852.1;9000000;9250000;0,00124326;0,000980196;0,000786353;4,40868e-05;0,00131378;0,00132423;0,00114106;0,00101136;0,00158283;0,00132126;0,00151242;0,00124579;0,0013316;0,00143497;0,00123556;0,0015715;0,00118833;0,000689197;0,000680969;0,00126912;0,00122323;0,00128351;9,90081e-05;0,00160879;0,00155598;0,000668019;0,00160704;0,00153775;0,00134746;0,00124765;0,00103853;0,0011332;0,000807485;0,0012589;2,90481e-05;0,00129565;0,00148864
38;NC_072852.1;9250000;9500000;0,000576056;0,00102157;0,000795951;9,2019e-06;0,000793239;0,000809744;0,000815018;0,000947134;0,00119077;0,000780916;0,00144631;0,000522728;0,00059974;0,00107411;0,000846437;0,000592233;0,00052456;0,000540114;0,000560997;0,000802705;0,0005146;0,000744759;5,45676e-05;0,00078397;0,000853859;0,000313343;0,000594256;0,000805563;0,000743934;0,000561399;0,000546137;0,000461998;0,00017177;0,000822199;3,28376e-06;0,000790274;0,00140215
39;NC_072852.1;9500000;9750000;0,00108319;0,000443948;0,000780592;8,87266e-06;0,00067499;0,000685782;0,000300942;0,000424323;0,000645585;0,000685271;0,00106298;0,00108843;0,00113457;0,000573777;0,000910349;0,000752914;0,000672535;0,000757087;0,000759461;0,000659023;0,000737611;0,00069552;4,88185e-05;0,000626658;0,00098245;0,000912473;0,000350617;0,000392346;0,000400404;0,00107652;0,00127896;0,00138317;0,000674372;0,000972467;6,96111e-07;1,11576e-05;0,00105144
40;NC_072852.1;9750000;10000000;0,000843937;0,00104846;0,00156898;5,94131e-05;3,31299e-05;0,00116999;0,000986412;0,00121346;0,00121356;0,00113065;0,000829141;0,000842423;0,000834734;0,00120902;0,00118939;0,000713876;0,00109155;0,000932128;0,000879351;0,00114784;7,54523e-05;0,00109658;0,000111545;0,00100183;0,000624972;0,000611652;0,0010179;0,00136587;0,0013349;0,000814;0,000883734;0,00082117;0,00122985;0,000953695;1,75433e-05;1,58319e-05;0,000796945
41;NC_072852.1;10000000;10250000;0,000950585;0,00132089;0,000977587;4,05639e-05;9,58471e-05;0,00125777;0,00132244;0,00149812;0,00032257;0,00113862;0,00115644;0,000865852;0,00102575;0,000965575;0,00104099;0,000590171;0,00147693;0,00131837;0,00114158;0,00114551;0,000196031;0,0011596;0,000140988;0,001334;0,00122858;0,00125321;0,0014499;0,00100165;0,00128073;0,000958759;0,00116666;0,00125299;0,00139619;0,00142839;7,91901e-05;3,95553e-05;0,001171
42;NC_072852.1;10250000;10500000;0,00160975;0,00121305;0,00158402;1,88297e-05;2,01563e-05;0,00122599;0,00128198;0,001265;3,09366e-05;0,00121983;0,00151567;0,00155874;0,00161909;0,00025076;0,00141751;0,00120431;0,00133167;0,00116043;0,00104894;0,00119647;2,93429e-05;0,00123781;4,23107e-05;0,000963645;0,00134473;0,000687702;0,0013181;0,00115236;0,00122258;0,00163029;0,00157944;0,00164004;0,00123355;0,00105468;8,87413e-06;2,12602e-06;0,00137356
43;NC_072852.1;10500000;10750000;0,00119337;0,000976307;0,00119543;1,00836e-05;1,09366e-05;0,00113653;0,0010357;0,000283588;1,06933e-05;0,00121186;0,000470369;0,00113847;0,00126548;0,000191469;0,00113065;0,000879835;0,00118875;0,00116074;0,00119072;0,00117948;4,13908e-05;0,00119204;4,82745e-05;0,000571469;0,000628686;0,00113888;0,00089274;0,00112331;0,000437625;0,00143162;0,000592436;0,000716036;0,000321928;0,0010495;2,21184e-05;2,60448e-05;0,000442319
44;NC_072852.1;10750000;11000000;0,00110838;4,64425e-05;0,000748387;1,34787e-07;7,53954e-07;0,00140953;0,000171642;0,000442659;8,61405e-07;0,00138819;0,000685422;0,00107591;0,00105041;0,00124587;0,000756548;0,00147153;0,000538983;0,00142165;0,00107323;0,0013798;1,41411e-05;0,00137569;6,5693e-05;0,000478885;0,000907768;0,00113142;0,00114307;0,00144499;0,00149486;0,00109192;0,00100651;0,000974074;1,20209e-06;0,00114375;1,14346e-06;1,84821e-05;0,000705338
45;NC_072852.1;11000000;11250000;0,00100374;0,000487694;0,000715251;8,94204e-07;1,62087e-05;0,00111649;0,000770035;0,00119771;1,79246e-05;0,00107468;0,000875428;0,000943298;0,00105281;0,0010874;0,00103909;0,00105261;0,00128582;0,000918126;0,000841895;0,00112926;7,99677e-06;0,00117693;4,78486e-05;0,00106851;0,00108435;0,00110746;0,000693237;0,000868037;0,000765513;0,00102149;0,000848826;0,000933362;6,05357e-05;0,000941713;7,20248e-06;4,7864e-05;0,000880821
46;NC_072852.1;11250000;11500000;0,00102199;0,000890832;0,00114357;3,30797e-06;8,16672e-07;0,000659584;0,00117515;0,00159372;2,6013e-06;0,00110034;0,00116448;0,00101585;0,00102247;0,00117521;0,00143523;0,00143984;0,00134944;0,00129937;0,0011588;0,000684992;9,93629e-08;0,000666201;3,29417e-05;0,00146051;0,000829345;0,000815192;0,0015229;0,000900812;0,00111039;0,00103007;0,00111778;0,00108014;1,12552e-06;0,00156664;1,67999e-05;2,27648e-05;0,00115067
47;NC_072852.1;11500000;11750000;0,000411703;0,0010345;0,000966574;1,48452e-06;7,60902e-08;0,00084692;0,00105671;0,00100924;3,28657e-07;0,000654836;0,000825505;0,000427936;0,00037693;0,000964023;0,000765493;0,000791239;0,000530093;0,000618524;0,00102474;0,000837972;6,25972e-06;0,000884578;5,66536e-05;0,000863459;0,000607614;0,000397251;0,000978637;0,000602394;0,000825992;0,000381087;0,000974769;0,000942258;2,00096e-07;0,000794221;3,79102e-06;8,13637e-06;0,000787183
48;NC_072852.1;11750000;12000000;0,000849804;0,000786348;0,00100072;2,31486e-05;6,7537e-06;0,00105134;0,000940586;0,00126093;7,76311e-06;0,00125706;0,000479355;0,000906187;0,00095663;0,000646615;0,000953218;0,000878089;0,000642584;0,00124292;0,000960439;0,000997829;5,7022e-05;0,000870151;7,71156e-05;0,00128419;0,00103948;0,00126853;0,00136385;0,00144;0,00111023;0,000893899;0,00103559;0,00107136;8,67888e-06;0,000768282;1,583e-05;3,33343e-05;0,000437147
49;NC_072852.1;12000000;12250000;0,000563646;0,000968158;0,000665867;1,52466e-05;3,43038e-06;0,000916977;0,00128019;0,000557422;6,19882e-08;0,00117182;0,000946718;0,000566142;0,000581443;0,000748604;0,00111809;0,000642768;0,000906439;0,0010858;0,00130291;0,000863799;1,63088e-06;0,000891291;3,05177e-05;0,00069144;0,00124047;0,00128786;0,000587663;0,000863484;0,00122906;0,000564613;0,00123159;0,00117435;5,59076e-06;0,00053241;5,13174e-06;7,92071e-06;0,000930134
50;NC_072852.1;12250000;12500000;0,000143665;0,00146986;0,00167351;1,62523e-05;7,09567e-07;0,000794277;0,00122106;0,000890077;0,000111385;0,00105938;0,00142125;0,000131613;0,000287339;0,000140183;0,00133799;0,000560901;0,00159984;0,00134387;0,000864941;0,00078667;0,00020447;0,000517764;7,01068e-05;0,0010881;0,00104755;0,00170558;0,00113679;0,000753419;0,00156331;0,000123647;0,00154633;0,00169335;0,000126308;0,00108477;2,57049e-05;3,06215e-05;0,0011488
51;NC_072852.1;12500000;12750000;0,00112879;0,000679977;0,000762291;9,53494e-06;3,11841e-07;0,00110375;0,00122622;0,000248194;6,55396e-06;0,00119262;0,00133371;0,00110356;0,00110144;0,0010536;0,00112705;0,00123947;0,00099846;0,00116274;0,00115937;0,00105563;8,0613e-06;0,00100134;2,48804e-05;0,00128239;0,00116567;0,000825679;0,000340951;0,000251246;0,000174274;0,00112527;0,000850072;0,000871247;1,78424e-07;0,000755553;1,47149e-05;1,13513e-05;0,0013206
52;NC_072852.1;12750000;13000000;0,00121836;0,00109671;0,00127862;6,96325e-07;3,49885e-06;0,000595075;0,000709806;0,00124673;5,34544e-07;0,000512751;0,000420544;0,0012712;0,00120591;0,00112567;0,00116118;0,000248036;0,000893684;0,00051176;0,000746061;0,000559533;4,39495e-06;0,00054423;3,43937e-05;0,000670364;0,00127924;0,00132084;0,000737092;0,0011648;0,00101634;0,00120726;0,00133954;0,00130207;2,22529e-06;0,00109779;1,16494e-07;5,7662e-07;0,000418646
53;NC_072852.1;13000000;13250000;0,000400376;0,00079932;0,00068407;6,11361e-06;8,52082e-08;0,000533284;0,000481922;0,000599578;2,80977e-06;0,000456597;0,000531459;0,000387154;0,00040267;0,000703835;0,000787084;0,000982913;0,000246486;0,00101294;0,000452838;0,000475318;1,01775e-05;0,000409934;3,15824e-05;0,000705777;0,00103856;0,000625891;0,000720178;0,000680376;0,000505433;0,000430894;0,000555815;0,000527529;0,000139323;0,000560684;1,61664e-06;9,76846e-06;0,000563178
54;NC_072852.1;13250000;13500000;0,00153377;0,00159451;0,00147438;7,18845e-06;1,29865e-06;0,00142555;0,00157723;0,00142032;0,00012858;0,00134088;0,00143149;0,00142776;0,00159224;0,0013493;0,0014432;0,00131089;0,000740862;0,00135288;0,00141637;0,00133602;0,000153095;0,0012791;9,00243e-05;0,000936479;0,00135631;0,00141304;0,000276816;0,00149632;0,00164646;0,00147641;0,000505543;0,000644931;0,000111364;0,000644952;2,20068e-05;1,40076e-05;0,00137823
