;Scaffold;BEGIN;END;EB1_S114;EB11_S84;EB12_S85;EB13_S86;EB14_S87;EB15_S88;EB16_S89;EB17_S90;EB18_S91;EB19_S92;EB2_S115;EB20_S93;EB21_S94;EB22_S95;EB24_S96;EB25_S97;EB26_S98;EB27_S99;EB28_S100;EB29_S101;EB3_S116;EB30_S102;EB31_S103;EB32_S104;EB33_S105;EB34_S106;EB35_S107;EB37_S108;EB38_S109;EB39_S110;EB40_S111;EB41_S112;EB42_S113;EB6_S117;EB7_S118;EB8_S119;EB9_S83
11;NC_072852.1;10000000;11000000;0,00122085;0,000887173;0,00112198;1,97581e-05;3,24212e-05;0,00125557;0,000953187;0,000878666;8,46273e-05;0,00124862;0,000958532;0,00115933;0,00123721;0,000663626;0,00108578;0,00104613;0,00113648;0,00125954;0,00111713;0,00122481;7,22647e-05;0,00124121;7,5075e-05;0,000829868;0,00103331;0,0010541;0,00120823;0,00119081;0,00110643;0,00123214;0,00109086;0,00114127;0,000740387;0,00118899;2,63221e-05;2,30675e-05;0,000928215
12;NC_072852.1;11000000;12000000;0,000828584;0,000803105;0,000955758;6,83662e-06;4,44309e-06;0,000912429;0,00100719;0,00127498;4,29772e-06;0,0010072;0,00087348;0,000819654;0,000854085;0,00100358;0,00105546;0,00106331;0,00097866;0,00100807;0,00100717;0,000909564;1,66881e-05;0,000897803;5,40043e-05;0,00116525;0,000891937;0,000866677;0,00113489;0,000925318;0,000943547;0,00083549;0,000996916;0,000999366;1,13278e-05;0,00105754;1,04185e-05;2,98828e-05;0,000851269
13;NC_072852.1;12000000;13000000;0,000775127;0,00105388;0,00108614;1,11503e-05;7,36866e-07;0,00085191;0,00111383;0,000743753;1,78967e-05;0,000985682;0,00102443;0,000778025;0,000797412;0,000780255;0,00119265;0,000675828;0,00109877;0,00102578;0,00102761;0,000815207;4,5411e-05;0,000735389;4,05672e-05;0,000937589;0,00119077;0,00128769;0,000696531;0,000767021;0,000989833;0,000764518;0,00124819;0,00126481;2,45773e-05;0,000875661;1,10501e-05;1,34447e-05;0,000956565
14;NC_072852.1;13000000;14000000;0,000882288;0,00091235;0,000915809;4,52049e-06;3,05388e-07;0,000677902;0,000901595;0,00102237;2,811e-05;0,000662395;0,000926502;0,00084236;0,000862425;0,000778234;0,00105156;0,00106005;0,000470469;0,000851503;0,000859385;0,000634962;4,76943e-05;0,000594213;3,87867e-05;0,000803472;0,00110299;0,000993975;0,000750488;0,000923956;0,000829075;0,000862318;0,000559422;0,000588172;5,70889e-05;0,000642847;9,8388e-06;8,67061e-06;0,000924805
15;NC_072852.1;14000000;15000000;0,00063458;0,000753991;0,00100381;1,6887e-06;6,00538e-06;0,000813929;0,000629998;0,000611782;2,30767e-05;0,000939806;0,000820559;0,00061067;0,000665166;0,000855854;0,000599154;0,000697168;0,000823828;0,000482031;0,00062221;0,000772927;2,95492e-05;0,00077739;2,16599e-05;0,000669394;0,000715599;0,000651659;0,000736591;0,000732186;0,00086694;0,000622248;0,000803202;0,000838572;1,15542e-05;0,000657381;4,93965e-06;5,79754e-06;0,000810547
16;NC_072852.1;15000000;16000000;0,000798293;0,00100109;0,000944773;1,84003e-06;2,40144e-06;0,000978118;0,00087687;0,000984679;7,45728e-05;0,000612268;0,000864203;0,000773233;0,000840782;0,000974849;0,00095054;0,000871247;0,00110943;0,000877916;0,000816294;0,000958484;7,71894e-05;0,000878473;4,91869e-05;0,00081992;0,000897813;0,00102272;0,000932877;0,000940879;0,000705603;0,000804272;0,000437998;0,000584647;5,9592e-05;0,000921858;1,2339e-05;1,53572e-05;0,000774734
17;NC_072852.1;16000000;17000000;0,00113826;0,00121154;0,00114015;0,000114868;1,69551e-06;0,00119348;0,0011612;0,000786998;7,36594e-05;0,00106698;0,000928272;0,00109396;0,00113396;0,000922752;0,00112892;0,00102582;0,0010031;0,00117383;0,00113732;0,00128837;1,14084e-05;0,00116024;5,54868e-05;0,000792506;0,00106953;0,000753157;0,00110849;0,000780789;0,00044203;0,00110143;0,000799219;0,000849287;4,09373e-05;0,00131741;0,000120481;7,50061e-06;0,000904178
18;NC_072852.1;17000000;18000000;0,00107898;0,000918382;0,00101051;0,00100081;7,29697e-06;0,00126253;1,43501e-05;0,00122378;1,27129e-05;0,0010349;0,00118005;0,00104541;0,000867064;0,00102065;0,00117166;0,000751031;0,000901778;0,00106126;0,00122739;0,00122277;6,07837e-06;0,00122898;5,81619e-05;0,00098611;0,000782155;0,00112325;0,000811988;0,000789912;3,42109e-05;0,00104877;0,00121232;0,00117798;7,534e-06;0,00128401;0,00101367;3,97748e-05;0,00116628
19;NC_072852.1;18000000;19000000;0,00115048;0,00119926;0,000989856;0,000911569;1,34625e-05;0,000990465;4,76955e-05;0,000246325;1,50497e-05;0,000886865;0,000164922;0,0011116;0,001251;0,000954398;0,00109251;0,00108788;0,00101096;0,00117186;0,00100294;0,000984928;2,56324e-05;0,000904224;3,89773e-05;0,00102292;0,00112509;0,000595529;0,00124644;0,00118503;1,15335e-05;0,00111409;0,000786428;0,000874625;1,67176e-05;0,00101347;0,000912417;1,90597e-05;0,000127241
20;NC_072852.1;19000000;20000000;0,00127816;0,00124239;0,0012292;0,000290585;1,27248e-06;0,0012346;4,23105e-05;0,00136358;5,09728e-05;0,000790734;4,4419e-05;0,00126024;0,00126713;0,00109687;0,00122976;0,00105956;0,00137806;0,0012121;0,00123089;0,00124825;2,74591e-05;0,00115107;5,50672e-05;0,00114418;0,00107692;0,00126524;0,0013989;0,00141207;8,05031e-05;0,00125376;0,00128229;0,00136503;5,80781e-05;0,00125915;0,000288246;4,12443e-05;0,00114686
21;NC_072852.1;20000000;21000000;0,000945592;0,00163295;0,00164316;0,000999995;1,52658e-05;0,00164807;0,000359783;0,00123901;0,000484203;0,000967007;0,000340016;0,000872142;0,0017282;0,000940984;0,00112754;0,00102516;0,00144489;0,00110212;0,00126463;0,00159812;0,000279671;0,00121018;6,09922e-05;0,000814554;0,00102418;0,00149263;0,00177385;0,00148369;0,00127593;0,000913745;0,000973254;0,00138698;0,000366388;0,0010596;0,00103596;2,78285e-05;0,000831871
22;NC_072852.1;21000000;22000000;0,00106303;0,000937286;0,00118425;0,000981139;5,23015e-06;0,000742327;5,31194e-05;0,000914573;1,42186e-05;0,000999564;0,000272706;0,000941815;0,00104313;0,000835528;0,00106518;0,00103027;0,000339224;0,000891359;0,000705361;0,000723454;5,22989e-05;0,000673631;3,69678e-05;0,000869927;0,00104252;0,000985283;0,000927606;0,00104909;0,000723308;0,00102605;0,000965378;0,00103077;2,31459e-05;5,38291e-05;0,000991019;1,40741e-05;0,000875584
23;NC_072852.1;22000000;23000000;0,00109202;0,00120258;0,00122441;0,00109499;5,22018e-06;0,00114607;0,000176417;0,000977437;0,000323423;0,000935517;0,00106893;0,000945313;0,00142122;0,00104367;0,000959055;0,000789764;0,000168748;0,000633967;0,000912712;0,00107779;0,000169872;0,000845486;4,46922e-05;0,000214614;0,000797376;0,000437686;0,000409935;0,000449451;0,00118481;0,0010476;0,000933693;0,00132668;0,000243882;0,000201046;0,00107481;0,000756994;0,000221597
24;NC_072852.1;23000000;24000000;0,00103337;0,000733381;0,000885624;0,000984573;1,35119e-06;0,000396741;4,12752e-05;0,00102248;1,61567e-05;0,000823359;0,00120507;0,000955023;0,000969864;0,00101262;0,000756832;1,20051e-05;3,12829e-05;0,00102715;0,00118508;0,00112293;2,15439e-05;0,0011297;4,81182e-05;6,76283e-07;7,99338e-06;1,17241e-05;5,49884e-05;1,26303e-05;0,00105935;0,000975203;0,000952486;0,00113131;2,83448e-05;4,8165e-05;0,00098649;0,00114272;1,65737e-06
25;NC_072852.1;24000000;25000000;0,00129265;0,00119238;0,0012481;0,00119848;5,03647e-06;3,88571e-05;6,91306e-05;0,00126709;5,22424e-05;0,000875355;0,00109396;0,00132444;0,0012447;0,00108605;0,000537288;3,02842e-05;7,44951e-05;0,00132869;0,00104887;0,00110292;3,87013e-05;0,00102692;0,000299293;8,60589e-06;2,65952e-05;0,000570614;5,14124e-05;0,000578284;0,00131982;0,00123296;0,00129966;0,00130982;6,54397e-05;0,000211603;0,00119697;0,00109056;1,49341e-05
26;NC_072852.1;25000000;26000000;0,00109059;0,0010467;0,000890659;0,00102205;9,5692e-06;2,53271e-05;1,56091e-05;0,000969276;2,78568e-05;0,000930288;0,000848782;0,00108474;0,000930431;0,000912262;0,00092033;0,000414482;5,91732e-05;0,00112333;0,000836785;0,000857226;1,02171e-05;0,000820772;0,00093559;5,47605e-06;0,000193561;0,000926941;7,43414e-05;0,000985752;0,000855592;0,000844545;0,00106721;0,0010485;1,12899e-05;0,000968369;0,00102936;0,00113669;7,43469e-06
27;NC_072852.1;26000000;27000000;0,00114913;0,00101109;0,0013335;0,00117414;1,28721e-06;8,4746e-05;0,000771798;0,00099769;0,000743182;0,00069905;0,00132935;0,0011447;0,00100949;0,00116927;0,00135004;0,00109712;4,99336e-05;0,00119959;0,00123443;0,001292;7,97697e-05;0,00123418;0,000745947;0,000734871;0,00115316;0,0014617;0,000863768;0,0013125;0,000799042;0,0012329;0,00121871;0,00110999;7,72604e-05;0,00079757;0,00120008;0,00107229;0,000752499
28;NC_072852.1;27000000;28000000;0,00135704;0,00167809;0,00119813;0,00106738;7,39931e-05;0,000171012;0,00158628;0,00128286;0,00159239;0,000717606;0,00166095;0,00096195;0,00171226;0,00135188;0,00128872;0,00124914;0,0001455;0,00154821;0,00103997;0,00118964;0,000208527;0,000971519;0,000753275;0,00127933;0,000998176;0,00150126;0,00168635;0,00140523;0,000854552;0,00108573;0,00132823;0,00148167;0,000206991;0,000901196;0,00109585;0,000938213;0,00129105
29;NC_072852.1;28000000;29000000;0,00100682;0,000853118;0,00104046;0,00103647;2,29803e-06;2,34762e-05;0,000990935;0,000836403;0,00100119;0,00100665;0,0010503;0,000919655;0,000920679;0,0009373;0,000992699;0,000969115;3,68059e-06;0,00104837;0,00102731;0,00107767;4,19317e-06;0,00101873;0,0010551;0,000964054;0,000870312;0,00104097;0,00116602;0,000961641;0,00103469;0,00102663;0,000975305;0,000849899;1,96181e-05;0,00103542;0,00104693;0,000987282;0,000984668
30;NC_072852.1;29000000;30000000;0,000895247;0,000912182;0,000807634;0,000790964;1,0296e-05;1,54308e-05;0,000982686;0,000699714;0,000929207;0,000787674;0,000966365;0,000964569;0,0010285;0,000819066;0,000938436;0,000875827;2,56384e-05;0,000877909;0,00077919;0,00093894;1,79333e-05;0,000922324;0,000821957;0,00086605;0,000829783;0,000969652;0,000922261;0,000742508;0,000951985;0,000939776;0,000827715;0,000852853;2,16061e-05;0,000785482;0,000796894;0,000979425;0,000875805
31;NC_072852.1;30000000;31000000;0,00101656;0,000833101;0,000287482;0,000735884;5,69161e-06;4,24208e-05;0,00101112;0,00127469;0,00103522;0,00128978;0,000871661;0,000962745;0,00107415;0,00118165;0,000838749;0,000980658;3,14622e-05;0,0010598;0,000740949;0,000812096;7,18241e-05;0,000749017;0,00127642;0,000978709;0,00104472;0,000909478;0,00124969;0,00124032;0,0010448;0,000750473;0,00116619;0,00110324;1,58574e-05;0,0013417;0,000748064;0,00103336;0,00100573
32;NC_072852.1;31000000;32000000;0,000919436;0,00119451;5,13763e-05;0,00116533;0,00111789;3,97272e-05;0,00101986;0,000964269;0,00105282;0,00113004;0,00132101;0,000980608;0,00115089;0,001196;0,00111012;0,00102417;2,44374e-05;0,00106572;0,00112081;0,000794688;0,00107911;0,000750687;0,00120687;0,000995043;0,00131205;0,00114237;0,00113669;5,63619e-05;0,00114173;0,000772275;0,00106429;0,000946581;1,24877e-05;0,00127071;0,00114216;0,00117611;0,00101085
33;NC_072852.1;32000000;33000000;0,00043225;0,0011134;4,60909e-05;0,000941739;0,0012574;8,46328e-05;0,000911;0,000859304;0,000931275;0,00104355;0,00119705;0,00098372;0,00128885;0,000853279;0,00121202;0,00094757;2,76544e-05;0,00103521;0,000951799;0,00122275;0,00105844;0,00105173;0,000963216;0,000914637;0,00117466;9,79518e-05;0,00136506;9,18132e-05;0,0012756;0,00111063;0,000928942;0,00115193;6,7112e-05;0,00107469;0,000948163;0,000773472;0,000956942
34;NC_072852.1;33000000;34000000;0,000775788;0,000885185;0,000695948;0,000846913;0,00104362;0,00103838;0,000654135;0,00088917;0,000653031;0,00090684;0,000975032;0,000860871;0,000788439;0,00089246;0,00103056;0,000947264;0,000238252;0,000982674;0,000863111;0,00107305;0,00102052;0,000831983;0,000995004;0,000945072;0,000952893;0,000839382;0,000908925;7,40493e-05;0,00106297;0,000823606;0,00102157;0,000974869;3,91195e-05;0,00111679;0,000851085;0,00107899;0,000503569
35;NC_072852.1;34000000;35000000;0,00097362;0,00113897;0,000380169;0,000894026;0,000929861;0,000973639;0,00115477;0,00107308;0,00115501;0,000779253;0,000889351;0,000981826;0,00107512;0,000722434;0,000890853;0,000956703;0,00115235;0,000952178;0,000897079;0,00110763;0,00105783;0,000979028;0,0011101;0,000912647;0,00106155;0,00113976;0,00139573;0,000257286;0,00123352;0,000971683;0,000930483;0,00115757;0,000507496;0,000900768;0,000899545;0,00100353;1,3936e-05
36;NC_072852.1;35000000;36000000;0,00138178;0,00140795;0,00116681;0,00124834;0,000672273;0,000877337;0,00124093;0,00139154;0,00124585;0,00127058;3,63573e-05;0,00110395;0,00130878;0,00123673;0,0011491;0,00110231;0,00126647;0,00101668;0,00126117;0,00109616;0,00117556;0,00114529;0,00110116;0,00124175;0,000928498;0,00132428;0,00123801;0,000701425;0,00116662;0,00111639;0,00102988;0,00131343;0,00118572;3,33794e-05;0,00130304;0,00119929;2,07925e-05
37;NC_072852.1;36000000;37000000;0,000976742;0,000835918;0,00064342;0,00079966;2,26626e-05;0,00096088;0,000590341;0,000913951;0,000641101;0,00077839;1,8715e-05;0,000999625;0,000803357;0,000730556;0,00108258;0,00100285;0,000655554;0,000997003;0,000811895;0,000942598;0,000912662;0,000852057;0,000122273;4,82666e-05;0,00093153;0,00077993;0,000624474;0,000841527;0,000961597;0,000852466;0,000780786;0,000753908;0,000879752;3,84384e-05;0,000794264;0,000883719;1,76452e-05
38;NC_072852.1;37000000;38000000;0,000983947;0,00115024;0,00101706;0,00108954;6,77917e-06;0,00116761;0,00115783;0,000880651;0,00109048;0,00108973;0,000133088;0,000905158;0,00129809;0,000817316;0,000938352;0,000908205;0,00103636;0,00130067;0,00108117;0,00112229;0,00117201;0,000869417;0,000141649;9,58275e-06;0,000978171;0,00125766;0,00113387;0,000980624;0,0011243;0,000858873;0,00109669;0,00127518;0,00127013;0,000116125;0,00111585;0,00112706;3,86277e-06
39;NC_072852.1;38000000;39000000;0,00061119;0,00109769;0,000911868;0,000772381;1,78428e-05;0,000871914;0,00105225;0,000938236;0,00105704;0,000764918;2,38699e-05;0,000810269;0,000778353;0,00090348;0,00112145;0,00083883;0,000903495;0,000931721;0,000803151;0,000957242;0,000789256;0,000920278;0,000134927;6,32431e-06;0,00096261;0,000754427;0,00102498;0,000903265;0,000903741;0,00091542;0,000765021;0,00078171;0,000791143;1,91132e-05;0,000797043;0,000909435;9,39994e-06
40;NC_072852.1;39000000;40000000;0,000783746;0,0010432;0,000694559;0,000672622;1,88323e-06;0,00106824;0,000832468;0,000838129;0,00079302;0,000745465;1,27366e-05;0,000866163;0,000678095;0,000774114;0,000736453;0,000861368;0,000667648;0,000948922;0,000661304;0,00077205;3,29402e-05;0,00065944;3,93692e-05;7,71184e-08;0,000775121;0,000706487;0,000983026;0,00091086;0,00105416;0,000661331;0,000659406;0,000687561;0,000678488;3,08904e-05;0,000699553;0,000854031;6,13839e-06
41;NC_072852.1;40000000;41000000;0,0010546;0,000870658;0,000890787;0,000872087;6,49633e-06;0,00103801;0,000948591;0,000957816;0,000961572;0,000988887;3,74315e-05;0,000983745;0,000880707;0,000979174;0,00103275;0,00100959;0,00027114;0,000976628;0,00088782;0,000929157;2,9279e-05;0,000967453;5,2632e-05;0,000129897;0,000390039;0,000880329;0,00079913;0,00079135;0,00103591;0,00098555;0,000858832;0,000883996;0,000875435;1,24485e-05;0,000875156;0,000820005;0,000133233
42;NC_072852.1;41000000;42000000;0,00104681;0,000985911;0,000939203;0,000845837;4,19171e-06;0,000856233;0,00114009;0,000798531;0,00113248;0,00080457;0,000690975;0,000725452;0,000960406;0,000793784;0,000713805;0,000717267;5,14136e-05;0,000819641;0,000873397;0,001042;5,0004e-05;0,000879706;0,000123528;0,000879642;1,92452e-05;0,000995166;0,000913452;0,00123765;0,000879198;0,000883157;0,00084568;0,000920308;0,00091274;7,52203e-05;0,000844961;0,000960177;0,000887403
43;NC_072852.1;42000000;43000000;0,00106858;0,00129437;0,00108087;0,00118294;1,47718e-06;0,00114906;0,00109331;0,00122584;0,00109144;0,000755149;0,00108412;0,00103115;0,00106717;0,00072007;1,77488e-05;0,00110652;8,08061e-06;0,00081372;0,0011405;0,000833374;0,000295025;0,000753418;0,000906277;0,0010677;1,03749e-05;0,00106576;0,00118125;0,00126145;0,00116588;0,000754433;0,000923611;0,00117771;0,00108421;2,98773e-05;0,00118583;0,000750431;0,00106447
44;NC_072852.1;43000000;44000000;0,000871873;0,00109306;0,000556854;0,000819932;1,15418e-06;0,000532207;0,000883198;0,000660313;0,000852055;0,000718834;0,0010694;0,000854311;0,000550437;0,000793555;1,77691e-05;0,000699604;2,60337e-05;0,0010183;0,000887964;0,00102074;0,000875747;0,00103578;0,00096217;0,000844005;1,65541e-05;0,000559435;0,00088581;0,000864637;0,000920959;0,00101772;0,000969812;0,000709223;0,00056704;6,252e-06;0,000848805;0,000979976;0,000996069
45;NC_072852.1;44000000;45000000;0,000919627;0,00107959;0,000955933;0,000885061;3,26829e-06;0,000610868;0,000899972;0,000816279;0,000911253;0,000999138;0,000892302;0,000789774;0,000985749;0,00100732;7,88398e-06;0,000811597;3,87108e-07;0,00105427;0,00111527;0,000975469;0,000955785;0,0010515;0,00094561;0,00100899;0,000365996;0,000966576;0,0011057;0,000821341;0,000641202;0,00105591;0,00104193;0,000998057;0,000942709;3,2652e-06;0,000906196;0,00107041;0,00097607
46;NC_072852.1;45000000;46000000;0,000918153;0,000967317;0,00115934;0,00103788;4,67008e-06;0,00113162;0,000970208;0,000708014;0,000926178;0,000985014;0,000984313;0,000995623;0,00116124;0,00103305;2,34382e-05;0,000864892;4,04812e-05;0,00110255;0,000959365;0,00103668;0,00110317;0,000968313;0,00123058;0,00109192;0,000982057;0,00117065;0,000504212;0,000933435;0,00101514;0,00100175;0,000882604;0,00117536;0,00117442;3,0648e-05;0,00105788;0,00101888;0,000861178
47;NC_072852.1;46000000;47000000;0,000998324;0,00118639;0,00105824;0,00130869;1,51498e-05;0,00121377;0,00106298;0,000859605;0,00112825;0,0010441;0,00104432;0,00121102;0,00102926;0,00113321;3,81023e-05;0,00098183;8,34222e-05;0,00124944;0,00096493;0,000511132;0,00130556;0,00104364;0,00122334;0,00118113;0,00114294;0,00104377;0,00122435;0,00110423;0,00121319;0,00108041;0,000927735;0,00108671;0,000999661;5,62916e-05;0,00129978;0,00110403;0,00114717
48;NC_072852.1;47000000;48000000;0,00116021;0,000959953;0,00106695;0,00105805;4,95967e-05;0,000997172;0,00116292;0,00107759;0,00112599;0,00103424;0,00108059;0,00117084;0,00107401;0,0011797;2,14347e-05;0,00117461;2,58867e-05;0,00118657;0,00109189;0,00114238;0,00108423;0,00101465;0,00130938;0,00107073;0,0009261;0,00106961;0,00108119;0,00114093;0,000749564;0,000982377;0,00115898;0,000986493;0,00106103;0,000598185;0,00107093;0,000995209;0,000976581
49;NC_072852.1;48000000;49000000;0,00143537;0,00142672;0,0014941;0,00102514;0,00149859;0,00128299;0,00145386;0,000931636;0,00144156;0,0013558;0,00136976;0,00129633;0,000974356;0,00102941;0,000103582;0,00109315;0,00014938;0,00144854;0,00113671;0,00163555;0,0014415;0,00126334;0,00151986;0,00109219;0,00122725;0,000998213;0,00104255;0,0013178;0,00132449;0,00136758;0,00135256;0,00143356;0,000988395;0,00105331;0,00100803;0,00141881;0,00138829
50;NC_072852.1;49000000;50000000;0,000752113;0,00087944;0,00102225;0,000637157;0,00096789;0,00081161;0,00077281;0,000899328;0,000753109;0,00072109;0,000857452;0,000929456;0,000908425;0,00085827;0,000136346;0,000911122;2,4714e-05;0,000836854;0,000841159;0,000862255;0,00101573;0,000795694;0,000982905;0,000962546;0,000957031;0,000891598;0,0008886;0,000920848;0,000978284;0,000787455;0,000811818;0,000863344;0,000897969;0,00092344;0,000653277;0,000776995;0,00103166
51;NC_072852.1;50000000;51000000;0,00113056;0,000876538;0,00112393;0,00121538;0,000480046;0,00103708;0,0011733;0,00106319;0,00122136;0,000883764;0,00112674;0,00103483;0,00107572;0,0010663;0,00107006;0,00108418;1,77731e-05;0,00109967;0,00115267;0,000961615;0,00111604;0,00107066;0,00113054;0,000811915;0,00088251;0,00108379;0,00100298;0,00116222;0,00109022;0,00108982;0,00112023;0,00114154;0,00108561;0,000984654;0,00121645;0,00112828;0,0010798
52;NC_072852.1;51000000;52000000;0,000574461;0,000678882;0,000795279;0,00058197;0,000578553;0,000677761;0,000604505;0,000695875;0,000575798;0,000795025;0,000693718;0,000769638;0,000815269;0,00085066;0,000644441;0,000719878;2,91186e-05;0,000688735;0,000665169;0,000844752;0,000804483;0,000559689;0,000859732;0,000890221;0,000584056;0,000814165;0,000861935;0,000718944;0,000685888;0,000563121;0,000633923;0,000796495;0,000643449;0,000810532;0,000588297;0,000566345;0,000789364
53;NC_072852.1;52000000;53000000;0,000883572;0,000964864;0,000838417;0,000142393;0,000804329;0,000968925;0,000977158;0,000883419;0,000998802;0,00103483;0,000879286;0,000795726;0,00091547;0,000461618;0,000795726;0,000668709;3,41038e-06;0,000698073;0,000857913;0,000959343;0,000864503;0,000860422;0,0008308;0,000864742;0,000909754;0,000890831;0,000762546;0,000877349;0,000758077;0,00087455;0,000851287;0,000760604;0,000843;0,000769762;0,000140236;0,000854861;0,000797799
